metric_record_id,study_cluster_id,source_screening_record_id,condition_set_id,tradeoff_id,metric_domain,metric_family_code,metric_name_reported,measurement_plane_code,validation_type_code,result_representation,comparison_operator,value_numeric,value_low,value_high,uncertainty_type,uncertainty_value,unit_reported,value_status,value_origin,normalization_status,normalized_value,normalized_unit,normalization_formula,normalization_input_ids,scenario_summary,baseline_comparator,comparison_group_id,metric_comparability_class,metric_comparison_admissibility_class,pdf_page,section_heading,table_id,figure_id,equation_id,verification_status,conflict_flag,schema_version,final_claim_status,final_survey_use_class,final_comparison_admissibility,cross_study_quantitative_comparison_allowed,final_reason_code,independent_human_status,source_workbook_sha256
MET-B20-SCR00001-008,STC-SINGLETON-SCR-00001,SCR-00001,CS-SCR00001-WEARABLE,,sensing,other,Respiration and heart rate,application,laboratory_experiment,table,eq,,,,,,,reported,reported,,,,,,Finger-mounted flexible O-ISAC; FFT-derived PPG,Reported high consistency with commercial smartwatch; exact comparator values in supplement,,,,7,5. Applications of Flexible O-ISAC System,,Figure 5d,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00002-001,STC-SINGLETON-SCR-00002,SCR-00002,CS-SCR00002-SENSOR,,sensing,other,Refractive-index sensitivity,device_component,laboratory_experiment,scalar,eq,172,,,,,nm/RIU,reported,reported,,,,,,,,,,,4,2. Results and Discussion,,Figure 3,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00002-002,STC-SINGLETON-SCR-00002,SCR-00002,CS-SCR00002-SENSOR,,sensing,other,Figure of merit,device_component,laboratory_experiment,scalar,eq,1220,,,,,RIU-1,reported,reported,,,,,,,,,,,4,2. Results and Discussion,,Figure 3,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00002-003,STC-SINGLETON-SCR-00002,SCR-00002,CS-SCR00002-SENSOR,,sensing,other,Detection limit,device_component,laboratory_experiment,scalar,eq,0.0000082,,,,,RIU,reported,reported,,,,,,,,,,,4,2. Results and Discussion,,Figure 3,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00002-004,STC-SINGLETON-SCR-00002,SCR-00002,CS-SCR00002-SENSOR,,sensing,other,Dynamic range,device_component,laboratory_experiment,scalar,eq,0.022,,,,,RIU,reported,reported,,,,,,,,,,,4,2. Results and Discussion,,Figure 3,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00002-005,STC-SINGLETON-SCR-00002,SCR-00002,CS-SCR00002-COMM,,communication,data_rate,Gross bit rate,link,laboratory_experiment,scalar,eq,1.25,,,,,Gbit/s,reported,reported,,,,,,"2^31-1 PRBS, 5 nm filtered ASE source",,,,,5,2. Results and Discussion,,Figure 5a,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00002-008,STC-SINGLETON-SCR-00002,SCR-00002,CS-SCR00002-THERMAL,,sensing,other,Thermal sensitivity,device_component,laboratory_experiment,scalar,eq,16.2,,,,,pm/degC,reported,reported,,,,,,,"about 90 pm/degC for silicon, as cited by authors",,,,4,2. Results and Discussion,,Figure 4,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00009-001,STC-SINGLETON-SCR-00009,SCR-00009,CS-SCR00009-RF-COMPARISON,,communication,latency,Latency reduction,network,simulation,scalar,approx,40,,,,,% lower,reported,reported,,,,,,,RF-ISAC,,descriptive_only,insufficient_information,4,Performance comparison,Table 1,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00009-002,STC-SINGLETON-SCR-00009,SCR-00009,CS-SCR00009-RF-COMPARISON,,communication,other,Energy-per-bit reduction,network,simulation,scalar,approx,65,,,,,% lower,reported,reported,,,,,,,RF-ISAC,,descriptive_only,insufficient_information,4,Performance comparison,Table 1,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00009-003,STC-SINGLETON-SCR-00009,SCR-00009,CS-SCR00009-RF-COMPARISON,,sensing,other,Sensing accuracy improvement,network,simulation,scalar,eq,2,,,,,x,reported,reported,,,,,,,RF-ISAC,,descriptive_only,insufficient_information,4,Performance comparison,Table 1,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00009-004,STC-SINGLETON-SCR-00009,SCR-00009,CS-SCR00009-RF-COMPARISON,,communication,other,Bandwidth density,network,simulation,qualitative,,,,,,,,reported,reported,,,,,,,RF-ISAC,,descriptive_only,insufficient_information,4,Performance comparison,Table 1,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00011-001,STC-SINGLETON-SCR-00011,SCR-00011,CS-SCR00011-RANGING-GRID,,sensing,range_resolution,Range resolution,system,analytical,scalar,eq,3,,,,,cm,reported,reported,,,,,,"Rs 1 GSa/s, alpha 5",,,,,2,Ranging model,,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00011-002,STC-SINGLETON-SCR-00011,SCR-00011,CS-SCR00011-RANGING-GRID,,sensing,other,Maximum unambiguous range,system,analytical,scalar,eq,38.4,,,,,m,reported,reported,,,,,,"Rs 1 GSa/s, alpha 5, Lw 256",,,,,2,Ranging model,,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00011-003,STC-SINGLETON-SCR-00011,SCR-00011,CS-SCR00011-DCO,,communication,data_rate,DCO-OFDM data-rate expression,system,analytical,qualitative,,,,,,,,reported,reported,,,,,,"Bandwidth B, M-QAM",,,,,3,Performance analysis,,,Rate equations,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00011-004,STC-SINGLETON-SCR-00011,SCR-00011,CS-SCR00011-ACO,,communication,data_rate,ACO-OFDM data-rate expression,system,analytical,qualitative,,,,,,,,reported,reported,,,,,,"Bandwidth B, M-QAM",DCO-OFDM B log2(M),,,,3,Performance analysis,,,Rate equations,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00011-005,STC-SINGLETON-SCR-00011,SCR-00011,CS-SCR00011-10M-107DB-DCO,,sensing,range_accuracy,Ranging RMSE,system,simulation,scalar,approx,24,,,,,m,reported,reported,,,,,,"DCO-OFDM, 10 m range, transmitted SNR 107 dB",,,,,3,Performance analysis,,Figure 4,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00011-006,STC-SINGLETON-SCR-00011,SCR-00011,CS-SCR00011-10M-107DB-ACO,,sensing,range_accuracy,Ranging RMSE,system,simulation,scalar,approx,1,,,,,cm,reported,reported,,,,,,"ACO-OFDM, 10 m range, transmitted SNR 107 dB",DCO-OFDM about 24 m,,,,3,Performance analysis,,Figure 4,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00012-001,STC-SINGLETON-SCR-00012,SCR-00012,CS-SCR00012-LOCALIZATION,,sensing,localization_error,Average tracking error,system,laboratory_experiment,scalar,eq,0.13,,,,,cm,reported,reported,,,,,,Coarse galvo localization at 1.1 m,,,,,4,3.1 Coarse localization,,Figure 3,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00012-002,STC-SINGLETON-SCR-00012,SCR-00012,CS-SCR00012-LOCALIZATION,,sensing,localization_error,90th-percentile tracking bound,system,laboratory_experiment,threshold,lt,0.19,,,,,cm,reported,reported,,,,,,Coarse galvo localization,,,,,4,3.1 Coarse localization,,Figure 3,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00012-003,STC-SINGLETON-SCR-00012,SCR-00012,CS-SCR00012-SPI,,sensing,resolution,Reconstructed image size,system,laboratory_experiment,table,,,,,,,,reported,reported,,,,,,,,,,,4-5,3.2 Fine target recognition,,Figures 4-6,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00012-004,STC-SINGLETON-SCR-00012,SCR-00012,CS-SCR00012-SPI-QUALITY,,sensing,other,Good-image criteria,system,laboratory_experiment,threshold,,,,,,,,reported,reported,,,,,,Hadamard single-pixel reconstructions across sampling ratios,,,,,5,3.2 Fine target recognition,,Figure 6,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00012-005,STC-SINGLETON-SCR-00012,SCR-00012,CS-SCR00012-SPI-25,,sensing,other,Recognition at 25% sampling,system,laboratory_experiment,qualitative,,,,,,,,reported,reported,,,,,,"H/Y/F targets, 64 x 64 SPI",,,,,5,3.2 Fine target recognition,,Figures 5-6,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00012-006,STC-SINGLETON-SCR-00012,SCR-00012,CS-SCR00012-COMM,,communication,data_rate,Maximum rate meeting FEC criterion,link,laboratory_experiment,threshold,le,1.05,,,,,Gbit/s,reported,reported,,,,,,PAM2 target-plane transmission following coarse localization,,,,,6,3.3 Communication performance,,Figure 7c,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00012-007,STC-SINGLETON-SCR-00012,SCR-00012,CS-SCR00012-B2B,,communication,BER,Back-to-back BER,link,laboratory_experiment,threshold,lt,1e-9,,,,,,reported,reported,,,,,,"Back-to-back, 0.75-1.15 Gbit/s",,,,,6,3.3 Communication performance,,Figure 7c,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00012-008,STC-SINGLETON-SCR-00012,SCR-00012,CS-SCR00012-ABSTRACT,,sensing,other,Sampling-ratio reduction,system,laboratory_experiment,scalar,eq,50,,,,,% reduction,reported,reported,,,,,,Source abstract summary; detailed basis should be verified against reconstruction curves,,,,,1,Abstract,,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00013-001,STC-SINGLETON-SCR-00013,SCR-00013,CS-SCR00013-COMM,,communication,data_rate,Gross bit rate,link,laboratory_experiment,scalar,eq,16,,,,,Gbit/s,reported,reported,,,,,,"4 GBaud, 16-QAM, 10 km IM/DD",,,,,1,Abstract,,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00013-002,STC-SINGLETON-SCR-00013,SCR-00013,CS-SCR00013-CSPR-BER,,communication,BER,BER under CSPR sweep,link,laboratory_experiment,threshold,lt,0.024,,,,,,reported,reported,,,,,,16 Gbit/s after 10 km; ROP -8 dBm; 13-tap FFE,,,,,6,Results,,Figure 4b,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00013-003,STC-SINGLETON-SCR-00013,SCR-00013,CS-SCR00013-SENSING-CSPR,,sensing,other,Maximum phase standard deviation,system,laboratory_experiment,threshold,lt,0.2,,,,,rad,reported,reported,,,,,,"200 Hz PZT vibration, 4.5 V bias",,,,,7,Results,,Figure 6,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00013-004,STC-SINGLETON-SCR-00013,SCR-00013,CS-SCR00013-CSPR0,,sensing,other,Maximum phase standard deviation,system,laboratory_experiment,threshold,gt,0.4,,,,,rad,reported,reported,,,,,,Communication reduces sensing power and increases RBS noise,,,,,7,Results,,Figure 6,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00013-005,STC-SINGLETON-SCR-00013,SCR-00013,CS-SCR00013-SENSING,,sensing,resolution,Spatial resolution,link,laboratory_experiment,scalar,eq,10,,,,,m,reported,reported,,,,,,Distributed acoustic sensing over 10 km SSMF,,,,,7,Results,,Figure 6,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00013-006,STC-SINGLETON-SCR-00013,SCR-00013,CS-SCR00013-SENSING-COMMON,,sensing,other,Sensing sensitivity,link,laboratory_experiment,scalar,eq,54,,,,,pε/sqrt(Hz),reported,reported,,,,,,Author-calculated from measured noise floor using Eq. 2,,,,,9,Results,,,Equation 2,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00013-007,STC-SINGLETON-SCR-00013,SCR-00013,CS-SCR00013-POWER-PENALTY,,joint,other,Receiver-power penalty,link,laboratory_experiment,scalar,approx,3.5,,,,,dB,reported,reported,,,,,,"CSPR -3 dB, 20% SD-FEC BER limit",Communication transmission without sensing,,,,9,Results,,Figure 8a,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00013-008,STC-SINGLETON-SCR-00013,SCR-00013,CS-SCR00013-VIBRATION,,sensing,other,Recovered vibration frequencies,link,laboratory_experiment,table,,,,,,,,reported,reported,,,,,,With and without communication at CSPR -3 dB,,,,,8,Results,,Figure 7,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00013-009,STC-SINGLETON-SCR-00013,SCR-00013,CS-SCR00013-CB-BASELINE,,communication,spectral_efficiency,Spectral-efficiency improvement,system,laboratory_experiment,scalar,approx,2,,,,,x,reported,reported,,,,,,,Previously proposed CB-DSCM scheme [19],,descriptive_only,insufficient_information,3,Introduction,,,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,insufficient_information,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00015-001,STC-SINGLETON-SCR-00015,SCR-00015,CS-SCR00015-COVERT,,communication,data_rate,Covert data rate,link,laboratory_experiment,scalar,eq,1.25,,,,,Gbit/s,reported,reported,,,,,,Unfiltered ASE covert carrier,,,,,2,2. Principle and System Model,,Figure 1,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00015-002,STC-SINGLETON-SCR-00015,SCR-00015,CS-SCR00015-LOCALIZATION-N6,,sensing,localization_error,Vibration-location error,link,laboratory_experiment,scalar,approx,20,,,,,m,reported,reported,,,,,,"Null-frequency localization; R1 10 km, R2 25 km",,,,,3,3.1 Impact of covert communication on sensing,,Figure 3,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00015-003,STC-SINGLETON-SCR-00015,SCR-00015,CS-SCR00015-CHANNEL-POWER,,joint,other,Average channel optical powers,link,laboratory_experiment,table,,,,,,,,reported,reported,,,,,,Public/covert coexistence experiment,,,,,4,3.2 Impact of sensing on covert communication,,Figure 5,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,descriptive_only,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00015-004,STC-SINGLETON-SCR-00015,SCR-00015,CS-SCR00015-COVERT-BER,,communication,BER,Covert BER with/without vibration,link,laboratory_experiment,qualitative,,,,,,,,reported,reported,,,,,,1.25 Gbit/s OOK ASE channel,,,descriptive_only,not_admissible,4,3.2 Impact of sensing on covert communication,,Figure 4,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-B20-SCR00015-005,STC-SINGLETON-SCR-00015,SCR-00015,CS-SCR00015-PUBLIC-BER,,communication,BER,Public BER across coexistence scenarios,link,laboratory_experiment,qualitative,,,,,,,,reported,reported,,,,,,,,,descriptive_only,not_admissible,4,3.2 Impact of sensing on covert communication,,Figure 5,,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,not_admissible,no,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
MET-SCR00036-G2-001,STC-SINGLETON-SCR-00036,SCR-00036,COND-SCR00036-CALIBRATED-ECHO,,sensing,sensing_SNR,Echo SNR enhancement after switch calibration,system,laboratory_experiment,scalar,eq,16.5,,,,,dB,reported,reported,not_normalized_reported_value,,,,,Eight-channel PAPA echo after on-chip optical-switch calibration.,Before calibration.,CG-SCR00036-ECHO-CALIBRATION,conditionally_comparable,conditionally_admissible,5-6,2.2 Implementation of ISAC Based on the Phased-Array Chip,,Fig. 4(b),,verified,no,phase_d_schema_v1.0_pilot_locked,supported_as_extracted,eligible_quantitative,conditionally_admissible,yes_with_conditions,source_supported_scope_conditioned,not_documented,e0ea51c332483f0e7150b25ecfae9a1b1c19232a74b1f484d1277fd8a46da55c
